customer_id,customer_name,books
401,Wm VonRueden,"[{""book_id"":""0b656d04-5e06-4c11-bf1c-a4f90e54030b"",""author_name"":""Robyn Bayer-Gleason"",""book_name"":""likewise defoliate alarmed"",""lend_date"":""2023-12-21"",""days_to_return"":15},{""book_id"":""79ca8b31-875f-4d3f-afae-ad51b4ad58e1"",""author_name"":""Robin Aufderhar"",""book_name"":""letter or mmm"",""lend_date"":""2023-10-05"",""days_to_return"":10},{""book_id"":""d4e09a49-3525-4d80-a65b-811a2e5a97c9"",""author_name"":""Blanche Waelchi"",""book_name"":""lightly girlfriend malnutrition"",""lend_date"":""2023-08-02"",""days_to_return"":6},{""book_id"":""9bbd1de9-c633-4a0b-b474-856c532df644"",""author_name"":""Dr. Kristi Morissette"",""book_name"":""whimper delayed ew"",""lend_date"":""2023-09-26"",""days_to_return"":8},{""book_id"":""d4e09a49-3525-4d80-a65b-811a2e5a97c9"",""author_name"":""Blanche Waelchi"",""book_name"":""lightly girlfriend malnutrition"",""lend_date"":""2023-07-20"",""days_to_return"":2}]"
402,Ellis Smitham,"[{""book_id"":""e85f672d-5b35-4ce1-8f59-3b56c2a06af1"",""author_name"":""Blanche Waelchi"",""book_name"":""outmaneuver aha old-fashioned"",""lend_date"":""2023-03-17"",""days_to_return"":5},{""book_id"":""5b172813-756c-4c37-a843-05491dc86329"",""author_name"":""Roman Frami"",""book_name"":""sans cabbage between"",""lend_date"":""2023-06-23"",""days_to_return"":26},{""book_id"":""025528bc-7752-4b6c-9ba1-1a3f66a45d99"",""author_name"":""Dr. Kristi Morissette"",""book_name"":""yowza knowledgeably triumph"",""lend_date"":""2023-12-12"",""days_to_return"":15}]"
403,Ms. Kristin Bode,"[{""book_id"":""db76fd9b-0f5a-4e31-89a4-288a0f5dc763"",""author_name"":""Fernando Streich"",""book_name"":""what resect unto"",""lend_date"":""2023-04-04"",""days_to_return"":15},{""book_id"":""f93ba989-fed9-4501-abbf-e5e3f1b938de"",""author_name"":""Tami Quitzon"",""book_name"":""into fries ammunition"",""lend_date"":""2023-11-14"",""days_to_return"":12},{""book_id"":""b05581a2-8704-44fa-af6b-f2f8ade25279"",""author_name"":""Earl Carroll"",""book_name"":""apud beautiful pish"",""lend_date"":""2023-04-04"",""days_to_return"":4}]"
404,Tamara Zboncak PhD,"[{""book_id"":""38f6f6da-3b22-4b02-9f55-0a8f368d2985"",""author_name"":""Blanche Waelchi"",""book_name"":""wrench demonize needily"",""lend_date"":""2023-07-09"",""days_to_return"":11},{""book_id"":""38f6f6da-3b22-4b02-9f55-0a8f368d2985"",""author_name"":""Blanche Waelchi"",""book_name"":""wrench demonize needily"",""lend_date"":""2023-06-11"",""days_to_return"":12},{""book_id"":""38c3bcc2-c6e9-4d3b-809c-3e20849e7d44"",""author_name"":""William Koss"",""book_name"":""meaningfully for woot"",""lend_date"":""2023-09-15"",""days_to_return"":16},{""book_id"":""4040e88b-28a5-429e-bce3-fd83368d8369"",""author_name"":""Terrell Harvey"",""book_name"":""whereas biscuit trundle"",""lend_date"":""2023-12-24"",""days_to_return"":28}]"
405,Jeannie Weissnat,"[{""book_id"":""e11aa8b0-6956-4fa0-937e-f7bbf9aa5a2f"",""author_name"":""Mitchell Strosin"",""book_name"":""indeed unlike loosely"",""lend_date"":""2023-04-30"",""days_to_return"":19},{""book_id"":""9eb414dd-8599-43a8-941d-64be8d7a2552"",""author_name"":""Robin Aufderhar"",""book_name"":""consequently across obedient"",""lend_date"":""2023-04-27"",""days_to_return"":14},{""book_id"":""84ce9fa3-96ba-4cc3-82be-76063010f2c5"",""author_name"":""Rachel Johns"",""book_name"":""meh decimalise under"",""lend_date"":""2023-08-11"",""days_to_return"":21},{""book_id"":""a698c7ff-77a8-41d1-919e-36d14c61a1b8"",""author_name"":""Robin Aufderhar"",""book_name"":""gladly to cable"",""lend_date"":""2023-10-31"",""days_to_return"":1}]"
406,Eileen Yost,"[{""book_id"":""5cf94f42-27c5-4009-b98b-b9b04e6ad21c"",""author_name"":""Terence Littel"",""book_name"":""er yippee alarmed"",""lend_date"":""2023-05-15"",""days_to_return"":5},{""book_id"":""84ce9fa3-96ba-4cc3-82be-76063010f2c5"",""author_name"":""Rachel Johns"",""book_name"":""meh decimalise under"",""lend_date"":""2024-01-30"",""days_to_return"":14},{""book_id"":""52302f52-9643-439a-aac2-d6b438a07e54"",""author_name"":""Rachel Johns"",""book_name"":""boohoo commonly mechanically"",""lend_date"":""2023-11-29"",""days_to_return"":24}]"
407,Brent Roberts,"[{""book_id"":""9bbd1de9-c633-4a0b-b474-856c532df644"",""author_name"":""Dr. Kristi Morissette"",""book_name"":""whimper delayed ew"",""lend_date"":""2023-03-27"",""days_to_return"":4},{""book_id"":""3897db51-52b4-4b5c-81e6-16f94e5a816e"",""author_name"":""Erin Cole"",""book_name"":""ew exist hidden"",""lend_date"":""2024-01-29"",""days_to_return"":18}]"
408,Joey Prosacco,"[{""book_id"":""db76fd9b-0f5a-4e31-89a4-288a0f5dc763"",""author_name"":""Fernando Streich"",""book_name"":""what resect unto"",""lend_date"":""2023-09-17"",""days_to_return"":1},{""book_id"":""983ab5b5-5d0d-425c-ab09-e31297369cc7"",""author_name"":""Robin Aufderhar"",""book_name"":""gadzooks unfortunate sweat"",""lend_date"":""2023-08-03"",""days_to_return"":23},{""book_id"":""ee861cc7-c27c-414d-bd74-1704b22f7d52"",""author_name"":""Blanche Waelchi"",""book_name"":""gracefully anchored phooey"",""lend_date"":""2023-06-15"",""days_to_return"":3}]"
409,Krista Schmitt III,"[{""book_id"":""826bee51-a646-4b56-a6f0-157a099ca32f"",""author_name"":""Miss Ann Sporer"",""book_name"":""pave where phew"",""lend_date"":""2023-07-12"",""days_to_return"":24},{""book_id"":""48ec4968-8ac3-4609-8a9a-f2dc29846743"",""author_name"":""Mr. Virgil Rohan IV"",""book_name"":""phew diagnosis mukluk"",""lend_date"":""2023-08-22"",""days_to_return"":14}]"
410,Lora VonRueden,"[]"
411,Arlene Gleichner DVM,"[{""book_id"":""c3b273e6-4300-4228-a3a4-20ea5bfda542"",""author_name"":""Rene Waters"",""book_name"":""vice criminal past"",""lend_date"":""2023-12-15"",""days_to_return"":8},{""book_id"":""14a6908f-b213-40b0-8cfb-bd4b8933cf0d"",""author_name"":""Miss Olive Conn"",""book_name"":""spree clean duh"",""lend_date"":""2023-10-03"",""days_to_return"":27},{""book_id"":""6f6b4a25-e694-4c64-8a5a-e7433da80fce"",""author_name"":""Terence Littel"",""book_name"":""mountainous chant precedence"",""lend_date"":""2023-08-05"",""days_to_return"":4},{""book_id"":""ae908ece-d74e-40f5-89a3-a871bbd92938"",""author_name"":""Orville Stiedemann"",""book_name"":""failing mmm glamorous"",""lend_date"":""2023-05-25"",""days_to_return"":26}]"
412,Gwendolyn Schaefer,"[{""book_id"":""3b577187-5ed0-493b-8c29-58c94c218204"",""author_name"":""Kari Oberbrunner"",""book_name"":""vacation networking carefully"",""lend_date"":""2023-02-04"",""days_to_return"":10},{""book_id"":""9c480ab4-4dc7-455e-9284-af60a3906c5f"",""author_name"":""Yvette Koelpin-Stanton DDS"",""book_name"":""psst huzzah meh"",""lend_date"":""2023-03-02"",""days_to_return"":3}]"
413,Raquel Beahan,"[]"
414,Kate Schumm,"[]"
415,Mr. Marcos Bosco,"[{""book_id"":""cc1cd9da-a435-4654-b6d5-319ab7f0beb5"",""author_name"":""Dr. Jimmie Rau"",""book_name"":""countersign but heavy"",""lend_date"":""2023-02-21"",""days_to_return"":13},{""book_id"":""fdf44ee9-ac4f-48d6-b175-c0e5ec97e3d2"",""author_name"":""Miss Olive Conn"",""book_name"":""revascularisation peddle upwardly"",""lend_date"":""2023-04-19"",""days_to_return"":5}]"
416,Jackie Windler,"[{""book_id"":""1672888a-72a7-4e87-97ce-ca6f212b4e47"",""author_name"":""Tami Quitzon"",""book_name"":""alongside school that"",""lend_date"":""2024-01-25"",""days_to_return"":12},{""book_id"":""025528bc-7752-4b6c-9ba1-1a3f66a45d99"",""author_name"":""Dr. Kristi Morissette"",""book_name"":""yowza knowledgeably triumph"",""lend_date"":""2024-01-27"",""days_to_return"":16}]"
417,Patty Kihn,"[{""book_id"":""475f3164-197c-48ed-95b1-89ddd4811a40"",""author_name"":""Miss Olive Conn"",""book_name"":""although before shoot"",""lend_date"":""2023-12-11"",""days_to_return"":5},{""book_id"":""fdf44ee9-ac4f-48d6-b175-c0e5ec97e3d2"",""author_name"":""Miss Olive Conn"",""book_name"":""revascularisation peddle upwardly"",""lend_date"":""2023-11-08"",""days_to_return"":8},{""book_id"":""c0f32e4b-87b3-446f-9060-95eb4aa1873c"",""author_name"":""Mitchell Strosin"",""book_name"":""camel glower sunlamp"",""lend_date"":""2023-04-05"",""days_to_return"":30},{""book_id"":""29867db1-6305-4f6d-9152-b24c1f81696c"",""author_name"":""Terence Littel"",""book_name"":""conductor popcorn timbale"",""lend_date"":""2023-03-25"",""days_to_return"":22}]"
418,Brandi Kris,"[]"
419,Louis Larson,"[]"
420,James Bauch,"[{""book_id"":""04501887-b3ca-4103-8c4d-0f5aa0385720"",""author_name"":""Fernando Streich"",""book_name"":""so coolly hm"",""lend_date"":""2023-11-30"",""days_to_return"":25}]"
421,Ms. Muriel O'Kon,"[{""book_id"":""0f75b8b5-13c0-469d-90a4-5a4175707d57"",""author_name"":""Marie Schiller"",""book_name"":""sympathetic paw which"",""lend_date"":""2023-08-05"",""days_to_return"":25},{""book_id"":""5b172813-756c-4c37-a843-05491dc86329"",""author_name"":""Roman Frami"",""book_name"":""sans cabbage between"",""lend_date"":""2023-04-11"",""days_to_return"":27},{""book_id"":""8e63a166-dc3e-43d8-9235-520430c85c52"",""author_name"":""Fernando Streich"",""book_name"":""likewise wherever favorite"",""lend_date"":""2023-04-21"",""days_to_return"":23},{""book_id"":""d4e09a49-3525-4d80-a65b-811a2e5a97c9"",""author_name"":""Blanche Waelchi"",""book_name"":""lightly girlfriend malnutrition"",""lend_date"":""2023-10-25"",""days_to_return"":19},{""book_id"":""b121ba22-e1e1-4053-84d6-8aa9069a37f7"",""author_name"":""Marta Terry"",""book_name"":""hybridization across brr"",""lend_date"":""2023-04-07"",""days_to_return"":18}]"
422,Marion Parisian,"[{""book_id"":""4040e88b-28a5-429e-bce3-fd83368d8369"",""author_name"":""Terrell Harvey"",""book_name"":""whereas biscuit trundle"",""lend_date"":""2024-01-09"",""days_to_return"":2},{""book_id"":""3cf91d5d-26b2-4349-be80-bf6c5304d41d"",""author_name"":""Randy Macejkovic"",""book_name"":""afterwards for a"",""lend_date"":""2023-12-27"",""days_to_return"":5},{""book_id"":""c215c3af-4d5b-4056-a94d-5a75470bb74b"",""author_name"":""Donald Satterfield"",""book_name"":""shootdown inasmuch deliberately"",""lend_date"":""2023-09-10"",""days_to_return"":6},{""book_id"":""b74665c1-e53f-4e56-8132-49fad77c4b1f"",""author_name"":""Josh Cruickshank"",""book_name"":""save reactant superpose"",""lend_date"":""2023-02-22"",""days_to_return"":3},{""book_id"":""d253e159-3027-4b96-917e-a2a6a9e14a7b"",""author_name"":""Maureen White"",""book_name"":""powerfully during idle"",""lend_date"":""2024-01-24"",""days_to_return"":19}]"
423,Marc Krajcik,"[{""book_id"":""1672888a-72a7-4e87-97ce-ca6f212b4e47"",""author_name"":""Tami Quitzon"",""book_name"":""alongside school that"",""lend_date"":""2023-09-16"",""days_to_return"":21},{""book_id"":""4fbec169-d417-49fb-867b-71af71caeeeb"",""author_name"":""Jenna Gerlach"",""book_name"":""why busily refill"",""lend_date"":""2023-12-06"",""days_to_return"":23},{""book_id"":""3989a6c8-7fc9-4796-8371-60b2dd7f56da"",""author_name"":""Rene Waters"",""book_name"":""eek anti unto"",""lend_date"":""2023-06-04"",""days_to_return"":27}]"
424,Willard Sawayn,"[{""book_id"":""e21b6a41-a424-490f-bc02-e4057208fe5c"",""author_name"":""Florence Carroll"",""book_name"":""windy optimistic ponder"",""lend_date"":""2023-07-12"",""days_to_return"":10},{""book_id"":""983ab5b5-5d0d-425c-ab09-e31297369cc7"",""author_name"":""Robin Aufderhar"",""book_name"":""gadzooks unfortunate sweat"",""lend_date"":""2023-08-03"",""days_to_return"":18}]"
425,Tanya Bernier,"[]"
426,Lorraine Simonis,"[{""book_id"":""c47b0e91-6401-43f3-a24d-636a4542ad71"",""author_name"":""Terrance Bogisich"",""book_name"":""each anticipate pfft"",""lend_date"":""2023-04-09"",""days_to_return"":17},{""book_id"":""1a7ad42f-28b3-4a9a-aa52-ee99f1fd498e"",""author_name"":""Randy Macejkovic"",""book_name"":""fooey geez tiger"",""lend_date"":""2023-03-01"",""days_to_return"":27},{""book_id"":""130d8d96-e2ea-4546-9063-252e58a9fdd5"",""author_name"":""Mitchell Strosin"",""book_name"":""uh-huh but or"",""lend_date"":""2023-11-06"",""days_to_return"":6},{""book_id"":""a0b681b6-6447-4aa8-8c3b-bf3d5d260167"",""author_name"":""Cody Gutkowski"",""book_name"":""questionably really however"",""lend_date"":""2023-12-18"",""days_to_return"":3},{""book_id"":""7f96eefc-2239-4e2f-a77f-1b0ead289534"",""author_name"":""Tammy Pagac"",""book_name"":""stumble throughout roughly"",""lend_date"":""2023-09-28"",""days_to_return"":9}]"
427,Felix Waters,"[{""book_id"":""2e7c110a-36b7-45cf-a848-b5229694f194"",""author_name"":""Maureen White"",""book_name"":""bah immobilize gee"",""lend_date"":""2023-05-30"",""days_to_return"":2},{""book_id"":""38f6f6da-3b22-4b02-9f55-0a8f368d2985"",""author_name"":""Blanche Waelchi"",""book_name"":""wrench demonize needily"",""lend_date"":""2023-02-06"",""days_to_return"":1},{""book_id"":""8e63a166-dc3e-43d8-9235-520430c85c52"",""author_name"":""Fernando Streich"",""book_name"":""likewise wherever favorite"",""lend_date"":""2023-03-24"",""days_to_return"":7}]"
428,Dr. Bennie Leuschke,"[]"
429,Wilma Yundt,"[{""book_id"":""4fbec169-d417-49fb-867b-71af71caeeeb"",""author_name"":""Jenna Gerlach"",""book_name"":""why busily refill"",""lend_date"":""2023-06-08"",""days_to_return"":13},{""book_id"":""ee219d5a-390c-4d16-95c3-b67020fcaac0"",""author_name"":""Josh Cruickshank"",""book_name"":""buoyant elope safely"",""lend_date"":""2023-12-01"",""days_to_return"":28}]"
430,Randolph Greenfelder,"[{""book_id"":""b74665c1-e53f-4e56-8132-49fad77c4b1f"",""author_name"":""Josh Cruickshank"",""book_name"":""save reactant superpose"",""lend_date"":""2024-01-17"",""days_to_return"":22},{""book_id"":""f93ba989-fed9-4501-abbf-e5e3f1b938de"",""author_name"":""Tami Quitzon"",""book_name"":""into fries ammunition"",""lend_date"":""2023-10-12"",""days_to_return"":17},{""book_id"":""037fcb48-a696-47f5-bee4-b969231343a0"",""author_name"":""Rene Waters"",""book_name"":""yowza ah artistic"",""lend_date"":""2023-08-20"",""days_to_return"":19},{""book_id"":""3b577187-5ed0-493b-8c29-58c94c218204"",""author_name"":""Kari Oberbrunner"",""book_name"":""vacation networking carefully"",""lend_date"":""2023-09-15"",""days_to_return"":12},{""book_id"":""55814f06-2950-4663-930b-c3fb832c0481"",""author_name"":""Erin Cole"",""book_name"":""reluctantly cohabit muted"",""lend_date"":""2023-04-10"",""days_to_return"":10}]"
431,Mrs. Marlene Pfeffer,"[{""book_id"":""b121ba22-e1e1-4053-84d6-8aa9069a37f7"",""author_name"":""Marta Terry"",""book_name"":""hybridization across brr"",""lend_date"":""2023-02-14"",""days_to_return"":22},{""book_id"":""c3b273e6-4300-4228-a3a4-20ea5bfda542"",""author_name"":""Rene Waters"",""book_name"":""vice criminal past"",""lend_date"":""2023-03-24"",""days_to_return"":15},{""book_id"":""c3b273e6-4300-4228-a3a4-20ea5bfda542"",""author_name"":""Rene Waters"",""book_name"":""vice criminal past"",""lend_date"":""2023-06-26"",""days_to_return"":3},{""book_id"":""d83cf7de-6a4c-4e4d-9a0b-7ffa7f870b5a"",""author_name"":""Bridget Kiehn"",""book_name"":""ew lest evil"",""lend_date"":""2023-10-12"",""days_to_return"":9}]"
432,John Von,"[{""book_id"":""9bbd1de9-c633-4a0b-b474-856c532df644"",""author_name"":""Dr. Kristi Morissette"",""book_name"":""whimper delayed ew"",""lend_date"":""2023-11-19"",""days_to_return"":13},{""book_id"":""8e63a166-dc3e-43d8-9235-520430c85c52"",""author_name"":""Fernando Streich"",""book_name"":""likewise wherever favorite"",""lend_date"":""2023-08-22"",""days_to_return"":19},{""book_id"":""5b172813-756c-4c37-a843-05491dc86329"",""author_name"":""Roman Frami"",""book_name"":""sans cabbage between"",""lend_date"":""2023-04-16"",""days_to_return"":15},{""book_id"":""cc1cd9da-a435-4654-b6d5-319ab7f0beb5"",""author_name"":""Dr. Jimmie Rau"",""book_name"":""countersign but heavy"",""lend_date"":""2023-05-09"",""days_to_return"":11}]"
433,Craig Rice,"[{""book_id"":""e3cc270d-bf87-4c0e-836c-0ad79c23c3aa"",""author_name"":""Jenna Gerlach"",""book_name"":""interwork irritably hmph"",""lend_date"":""2023-10-23"",""days_to_return"":19},{""book_id"":""b05581a2-8704-44fa-af6b-f2f8ade25279"",""author_name"":""Earl Carroll"",""book_name"":""apud beautiful pish"",""lend_date"":""2023-07-08"",""days_to_return"":6},{""book_id"":""5690ad39-f339-4204-9ab2-dafe59744bc9"",""author_name"":""Randy Macejkovic"",""book_name"":""unlined swank archive"",""lend_date"":""2023-08-27"",""days_to_return"":30},{""book_id"":""b74665c1-e53f-4e56-8132-49fad77c4b1f"",""author_name"":""Josh Cruickshank"",""book_name"":""save reactant superpose"",""lend_date"":""2023-03-10"",""days_to_return"":5},{""book_id"":""4fbec169-d417-49fb-867b-71af71caeeeb"",""author_name"":""Jenna Gerlach"",""book_name"":""why busily refill"",""lend_date"":""2023-05-06"",""days_to_return"":2}]"
434,Robin Ward,"[]"
435,Ms. Katherine Predovic,"[{""book_id"":""7f96eefc-2239-4e2f-a77f-1b0ead289534"",""author_name"":""Tammy Pagac"",""book_name"":""stumble throughout roughly"",""lend_date"":""2024-01-19"",""days_to_return"":3},{""book_id"":""38f6f6da-3b22-4b02-9f55-0a8f368d2985"",""author_name"":""Blanche Waelchi"",""book_name"":""wrench demonize needily"",""lend_date"":""2023-04-02"",""days_to_return"":28},{""book_id"":""79ca8b31-875f-4d3f-afae-ad51b4ad58e1"",""author_name"":""Robin Aufderhar"",""book_name"":""letter or mmm"",""lend_date"":""2023-09-15"",""days_to_return"":19}]"
436,Marguerite Orn,"[{""book_id"":""29867db1-6305-4f6d-9152-b24c1f81696c"",""author_name"":""Terence Littel"",""book_name"":""conductor popcorn timbale"",""lend_date"":""2024-01-17"",""days_to_return"":1}]"
437,Austin Wolf,"[{""book_id"":""6f6b4a25-e694-4c64-8a5a-e7433da80fce"",""author_name"":""Terence Littel"",""book_name"":""mountainous chant precedence"",""lend_date"":""2023-06-05"",""days_to_return"":2},{""book_id"":""e3cc270d-bf87-4c0e-836c-0ad79c23c3aa"",""author_name"":""Jenna Gerlach"",""book_name"":""interwork irritably hmph"",""lend_date"":""2023-12-09"",""days_to_return"":21},{""book_id"":""3b577187-5ed0-493b-8c29-58c94c218204"",""author_name"":""Kari Oberbrunner"",""book_name"":""vacation networking carefully"",""lend_date"":""2024-01-15"",""days_to_return"":29},{""book_id"":""5690ad39-f339-4204-9ab2-dafe59744bc9"",""author_name"":""Randy Macejkovic"",""book_name"":""unlined swank archive"",""lend_date"":""2023-03-26"",""days_to_return"":22},{""book_id"":""0b656d04-5e06-4c11-bf1c-a4f90e54030b"",""author_name"":""Robyn Bayer-Gleason"",""book_name"":""likewise defoliate alarmed"",""lend_date"":""2023-08-18"",""days_to_return"":3}]"
438,Steven Barrows,"[{""book_id"":""3b577187-5ed0-493b-8c29-58c94c218204"",""author_name"":""Kari Oberbrunner"",""book_name"":""vacation networking carefully"",""lend_date"":""2023-02-15"",""days_to_return"":29},{""book_id"":""5cf94f42-27c5-4009-b98b-b9b04e6ad21c"",""author_name"":""Terence Littel"",""book_name"":""er yippee alarmed"",""lend_date"":""2023-02-05"",""days_to_return"":20}]"
439,Mr. Cedric Lowe I,"[{""book_id"":""a829785f-5668-4877-8131-372c9c124d45"",""author_name"":""Rene Waters"",""book_name"":""apostrophize duh instantly"",""lend_date"":""2023-04-23"",""days_to_return"":25},{""book_id"":""c215c3af-4d5b-4056-a94d-5a75470bb74b"",""author_name"":""Donald Satterfield"",""book_name"":""shootdown inasmuch deliberately"",""lend_date"":""2023-11-15"",""days_to_return"":20},{""book_id"":""1241526a-305d-45a9-9f59-c24f3c74e49b"",""author_name"":""Dr. Jimmie Rau"",""book_name"":""before huzzah than"",""lend_date"":""2023-07-28"",""days_to_return"":6}]"
440,Janice Tromp,"[]"
441,Kristie Beer,"[{""book_id"":""d4e09a49-3525-4d80-a65b-811a2e5a97c9"",""author_name"":""Blanche Waelchi"",""book_name"":""lightly girlfriend malnutrition"",""lend_date"":""2023-06-23"",""days_to_return"":10},{""book_id"":""2ff6d072-9cc7-4c0b-8108-dc4e8b52e7be"",""author_name"":""Jenna Gerlach"",""book_name"":""gift amongst decent"",""lend_date"":""2023-08-31"",""days_to_return"":1}]"
442,Ms. Yvette Hermiston,"[{""book_id"":""84ce9fa3-96ba-4cc3-82be-76063010f2c5"",""author_name"":""Rachel Johns"",""book_name"":""meh decimalise under"",""lend_date"":""2023-11-15"",""days_to_return"":17},{""book_id"":""9a88d854-8f9a-4e39-bf82-d9b5e14178e7"",""author_name"":""Marta Terry"",""book_name"":""smoggy lest as"",""lend_date"":""2023-11-22"",""days_to_return"":26},{""book_id"":""ed691d4a-247a-43ed-973a-7156a555cee9"",""author_name"":""Orville Stiedemann"",""book_name"":""bah subtend deface"",""lend_date"":""2023-07-16"",""days_to_return"":11},{""book_id"":""3897db51-52b4-4b5c-81e6-16f94e5a816e"",""author_name"":""Erin Cole"",""book_name"":""ew exist hidden"",""lend_date"":""2024-01-08"",""days_to_return"":8}]"
443,Dr. Lila Dickinson,"[]"
444,Jeffrey Stark,"[{""book_id"":""e666261a-62ba-430d-80e9-9cec5b426b46"",""author_name"":""Randy Macejkovic"",""book_name"":""while exactly recuperate"",""lend_date"":""2023-11-05"",""days_to_return"":25},{""book_id"":""475f3164-197c-48ed-95b1-89ddd4811a40"",""author_name"":""Miss Olive Conn"",""book_name"":""although before shoot"",""lend_date"":""2023-04-29"",""days_to_return"":26},{""book_id"":""d253e159-3027-4b96-917e-a2a6a9e14a7b"",""author_name"":""Maureen White"",""book_name"":""powerfully during idle"",""lend_date"":""2024-01-04"",""days_to_return"":13},{""book_id"":""d4e09a49-3525-4d80-a65b-811a2e5a97c9"",""author_name"":""Blanche Waelchi"",""book_name"":""lightly girlfriend malnutrition"",""lend_date"":""2023-10-13"",""days_to_return"":9},{""book_id"":""130d8d96-e2ea-4546-9063-252e58a9fdd5"",""author_name"":""Mitchell Strosin"",""book_name"":""uh-huh but or"",""lend_date"":""2023-02-06"",""days_to_return"":25}]"
445,Evan Bergstrom Sr.,"[]"
446,Gregory Bednar,"[{""book_id"":""52302f52-9643-439a-aac2-d6b438a07e54"",""author_name"":""Rachel Johns"",""book_name"":""boohoo commonly mechanically"",""lend_date"":""2023-04-29"",""days_to_return"":26}]"
447,Jasmine Schaefer,"[{""book_id"":""43a20995-c396-48ca-bf37-4eb94aad7582"",""author_name"":""Joyce Russel"",""book_name"":""exhibit oh broadly"",""lend_date"":""2023-11-14"",""days_to_return"":28}]"
448,Samantha Stehr,"[{""book_id"":""77d284a6-189a-4ff7-b606-3bdf24b16852"",""author_name"":""Mabel D'Amore DDS"",""book_name"":""ack joshingly lively"",""lend_date"":""2023-05-26"",""days_to_return"":2}]"
449,Agnes Gerlach,"[{""book_id"":""e85f672d-5b35-4ce1-8f59-3b56c2a06af1"",""author_name"":""Blanche Waelchi"",""book_name"":""outmaneuver aha old-fashioned"",""lend_date"":""2023-06-10"",""days_to_return"":14},{""book_id"":""9bbd1de9-c633-4a0b-b474-856c532df644"",""author_name"":""Dr. Kristi Morissette"",""book_name"":""whimper delayed ew"",""lend_date"":""2023-09-06"",""days_to_return"":27}]"
450,Dr. Nick Fadel,"[{""book_id"":""5cf94f42-27c5-4009-b98b-b9b04e6ad21c"",""author_name"":""Terence Littel"",""book_name"":""er yippee alarmed"",""lend_date"":""2023-08-24"",""days_to_return"":5},{""book_id"":""037fcb48-a696-47f5-bee4-b969231343a0"",""author_name"":""Rene Waters"",""book_name"":""yowza ah artistic"",""lend_date"":""2023-05-21"",""days_to_return"":21},{""book_id"":""29867db1-6305-4f6d-9152-b24c1f81696c"",""author_name"":""Terence Littel"",""book_name"":""conductor popcorn timbale"",""lend_date"":""2023-10-22"",""days_to_return"":20}]"
451,Leroy Altenwerth-Vandervort,"[]"
452,Rosalie Farrell,"[{""book_id"":""7f96eefc-2239-4e2f-a77f-1b0ead289534"",""author_name"":""Tammy Pagac"",""book_name"":""stumble throughout roughly"",""lend_date"":""2023-03-05"",""days_to_return"":2},{""book_id"":""e85f672d-5b35-4ce1-8f59-3b56c2a06af1"",""author_name"":""Blanche Waelchi"",""book_name"":""outmaneuver aha old-fashioned"",""lend_date"":""2023-08-23"",""days_to_return"":4},{""book_id"":""db76fd9b-0f5a-4e31-89a4-288a0f5dc763"",""author_name"":""Fernando Streich"",""book_name"":""what resect unto"",""lend_date"":""2023-02-10"",""days_to_return"":1},{""book_id"":""ee219d5a-390c-4d16-95c3-b67020fcaac0"",""author_name"":""Josh Cruickshank"",""book_name"":""buoyant elope safely"",""lend_date"":""2023-05-18"",""days_to_return"":17}]"
453,Rene Auer Jr.,"[{""book_id"":""79ca8b31-875f-4d3f-afae-ad51b4ad58e1"",""author_name"":""Robin Aufderhar"",""book_name"":""letter or mmm"",""lend_date"":""2024-01-24"",""days_to_return"":21},{""book_id"":""07db4fb0-8a2b-4606-a525-b764aec51300"",""author_name"":""Maureen White"",""book_name"":""but quarrelsomely swank"",""lend_date"":""2023-03-12"",""days_to_return"":3},{""book_id"":""5aa1ef85-b498-4171-86a6-2f401b4b46a4"",""author_name"":""Josh Cruickshank"",""book_name"":""if pelt tomorrow"",""lend_date"":""2024-01-25"",""days_to_return"":7},{""book_id"":""4fbec169-d417-49fb-867b-71af71caeeeb"",""author_name"":""Jenna Gerlach"",""book_name"":""why busily refill"",""lend_date"":""2023-03-16"",""days_to_return"":28}]"
454,Noah Mills,"[]"
455,Alejandro Gusikowski,"[{""book_id"":""79ca8b31-875f-4d3f-afae-ad51b4ad58e1"",""author_name"":""Robin Aufderhar"",""book_name"":""letter or mmm"",""lend_date"":""2023-04-25"",""days_to_return"":14},{""book_id"":""ed691d4a-247a-43ed-973a-7156a555cee9"",""author_name"":""Orville Stiedemann"",""book_name"":""bah subtend deface"",""lend_date"":""2023-11-20"",""days_to_return"":29},{""book_id"":""9eb414dd-8599-43a8-941d-64be8d7a2552"",""author_name"":""Robin Aufderhar"",""book_name"":""consequently across obedient"",""lend_date"":""2023-06-09"",""days_to_return"":19},{""book_id"":""b121ba22-e1e1-4053-84d6-8aa9069a37f7"",""author_name"":""Marta Terry"",""book_name"":""hybridization across brr"",""lend_date"":""2023-02-23"",""days_to_return"":13}]"
456,Mr. Terence Mann,"[{""book_id"":""ee219d5a-390c-4d16-95c3-b67020fcaac0"",""author_name"":""Josh Cruickshank"",""book_name"":""buoyant elope safely"",""lend_date"":""2023-03-28"",""days_to_return"":10},{""book_id"":""fdf44ee9-ac4f-48d6-b175-c0e5ec97e3d2"",""author_name"":""Miss Olive Conn"",""book_name"":""revascularisation peddle upwardly"",""lend_date"":""2023-09-24"",""days_to_return"":26}]"
457,Teresa Rogahn,"[]"
